No source,,ALCT,,,,,,,,,,,,CLCT,,,,,,,,,,,,LCT,,,,,,,,,,
Voltage,,run0,run1 ,run2,run3,run4,run5,run6,run7,run8,run9,run10,,run0,run1 ,run2,run3,run4,run5,run6,run7,run8,run9,run10,,run0,run1,run2,run3,run4,run5,run6,run7,run8,run9,run10
2.9,,49.8,44.4,33.5,37.1,45.1,34.2,27.4,0,0,0,0,,35.9,32.2,27.9,30,32.4,34.7,3.2,0,0,0,0,,31.7,28.4,23.2,26.5,31.8,24.8,19.2,0,0,0,0
2.95,,77.2,65.6,55.5,59.1,58.4,55.7,37.7,0,0,0,0,,59.4,52.5,49.5,49.3,49,54,22.3,0,0,0,0,,56.4,49.5,45.6,46.4,48,43.4,30.1,0,0,0,0
3,,106,95.1,78.1,80.4,101.3,76.4,61.2,0,0,0,0,,77.2,72.5,68.7,66.6,76.7,71.7,43,0,0,0,0,,74.6,69.8,63.7,62.7,69.8,56.5,48,0,0,0,0
3.05,,199.4,177.3,135.6,139.4,150.1,145.8,112.4,0,0,0,0,,127.7,121.9,99.9,101.1,115.2,114.5,67.6,0,0,0,0,,124.3,117,92.4,94.9,114.6,100.6,75.9,0,0,0,0
3.1,,250.9,227,193.4,183.5,172.8,169.1,142.5,0,0,0,0,,188.9,174.9,155.7,146.3,149.8,144.5,107.6,0,0,0,0,,186.2,172.3,150.7,142.3,150.5,135.7,115,0,0,0,0
3.15,,282.7,254,210,203.8,182.1,187,163.3,0,0,0,0,,246.7,218.5,190.1,184.1,169.9,179.1,137.5,0,0,0,0,,246.1,217.9,187.6,181.9,168.6,165.6,144.7,0,0,0,0
3.2,,290.3,260.2,233.9,203.1,183.9,187.2,167.5,0,0,0,0,,265.1,241.3,216.3,192.5,173.5,181.7,143.6,0,0,0,0,,264.4,239.9,214.6,190.7,175,169.4,155.1,0,0,0,0
3.25,,306.3,260.9,224.4,218.3,191,185.8,168.3,0,0,0,0,,282.8,247.4,210.3,211.4,184.1,188,153.6,0,0,0,0,,282.8,246.9,210.9,209.9,182.4,169.3,161.3,0,0,0,0
3.3,,302.5,267.8,236.1,222.4,197.9,197.7,168.1,0,0,0,0,,283.5,255.9,228,218,185.5,201,146.9,0,0,0,0,,284.7,255.8,227.5,216,187.6,182.4,163.8,0,0,0,0
3.35,,318.5,265.6,239.5,207.2,202,198.3,177.2,0,0,0,0,,296.4,254.2,231.6,203.8,192.8,203.4,152,0,0,0,0,,296.4,255.6,231.5,201.6,193,181.6,167.3,0,0,0,0
3.4,,313.6,272.7,238,218.1,215.3,213.8,172.1,0,0,0,0,,293.1,262.8,232.7,213.9,204.3,211.4,156.8,0,0,0,0,,292.5,263,232.8,212,202,188.2,167.7,0,0,0,0
3.45,,326.5,287.7,242.2,215.3,215.4,234.1,181,0,0,0,0,,308.4,280.1,237.9,213.2,198.2,228.2,161,0,0,0,0,,307.8,281,236.9,211.3,197,202.2,175.9,0,0,0,0
3.5,,326.2,283.8,235.2,215.1,225.7,258.2,175.1,0,0,0,0,,307.1,276.7,230.7,215,208.1,237.6,158,0,0,0,0,,307.5,276.7,230.3,211.9,207,211.3,173.2,0,0,0,0
3.55,,319.4,275.3,247.8,216.1,235.5,341.3,246.1,0,0,0,0,,301.2,270,243.4,218.5,214.3,292,188.5,0,0,0,0,,300.3,270.5,244,215.1,210.3,258,202.5,0,0,0,0
3.6,,318.2,262.1,243.9,207.1,240.8,503.2,255.5,0,0,0,0,,300.8,255.9,240.3,210.4,221.6,337.5,202.4,0,0,0,0,,299.9,255.1,240.8,207.3,217,301.3,217.2,0,0,0,0
3.65,,329.1,277.1,247,235.3,232.9,418.5,238.6,0,0,0,0,,305.5,271.5,242.3,241.7,224.4,311.4,195.5,0,0,0,0,,305.5,269.3,240.4,233.9,214.1,271,213.2,0,0,0,0
3.7,,316.6,272.9,246,230,269.2,419.5,268.6,0,0,0,0,,307.5,277.4,248.7,237.4,258.1,225.7,207.3,0,0,0,0,,299.8,267.2,241.6,225.9,234.4,310.7,216,0,0,0,0
3.75,,355.2,282.2,241,226.1,329.6,377,258.9,0,0,0,0,,336.6,188.7,250.7,228,284.6,243.8,184.2,0,0,0,0,,320.5,272.6,232.4,218,260.3,293.1,223.9,0,0,0,0
3.8,,348,309,267.3,244.8,280.5,552.9,259.8,0,0,0,0,,333.7,324.5,279.7,254.5,261.7,459.6,237.1,0,0,0,0,,305.5,283.2,250.8,222.6,223,391,229,0,0,0,0
